Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
20.01.2015;04:00;05:00;52.534,5;51.562;2.617
20.01.2015;05:00;06:00;55.680,75;54.782,5;2.079
20.01.2015;06:00;07:00;63.476,75;62.620,5;870,5
20.01.2015;07:00;08:00;70.788,75;69.923;28
20.01.2015;08:00;09:00;73.614,75;72.673,25;1
20.01.2015;09:00;10:00;73.894;72.509,5;0,5
20.01.2015;10:00;11:00;75.027,5;73.191,75;3,75
20.01.2015;11:00;12:00;75.590,25;73.338,75;1,25
20.01.2015;12:00;13:00;75.067;72.488;7,75
20.01.2015;13:00;14:00;74.495,25;71.974;9,5
20.01.2015;14:00;15:00;73.450,5;71.422,5;10,25
20.01.2015;15:00;16:00;72.725,5;71.497;15,75
20.01.2015;16:00;17:00;72.149,5;71.596,75;83,75
20.01.2015;17:00;18:00;75.532,5;75.066,75;3
20.01.2015;18:00;19:00;75.178,75;74.656;5
20.01.2015;19:00;20:00;72.986,5;72.447,5;86
20.01.2015;20:00;21:00;68.903,75;68.339,25;190,75
20.01.2015;21:00;22:00;65.269,25;64.575,25;278,25
20.01.2015;22:00;23:00;62.203,75;61.483,75;924,75
20.01.2015;23:00;00:00;58.058,5;57.267,5;1.171,75
21.01.2015;00:00;01:00;54.540,75;53.688,75;2.282,25
21.01.2015;01:00;02:00;52.368,75;51.528,5;2.694,5
21.01.2015;02:00;03:00;51.518,5;50.647,25;3.036,75
21.01.2015;03:00;04:00;51.837,25;50.941,75;3.151
21.01.2015;04:00;05:00;52.801;51.874,25;3.250,25
21.01.2015;05:00;06:00;55.976,25;54.917;1.835,25
21.01.2015;06:00;07:00;63.647;62.392,75;359,25
21.01.2015;07:00;08:00;70.840,25;69.401,5;6,75
21.01.2015;08:00;09:00;73.369;71.559,5;19,25
21.01.2015;09:00;10:00;73.566,75;70.564,5;71,75
21.01.2015;10:00;11:00;74.579,75;70.442,25;2
21.01.2015;11:00;12:00;75.091,5;69.872;142,5
21.01.2015;12:00;13:00;74.333,25;68.474;52
21.01.2015;13:00;14:00;73.740,5;68.165,75;16,25
21.01.2015;14:00;15:00;72.732;68.321,25;11,5
21.01.2015;15:00;16:00;71.917,75;68.732,5;17,5
21.01.2015;16:00;17:00;71.671;69.183,5;9,25
21.01.2015;17:00;18:00;75.166,75;72.402,5;57,75
21.01.2015;18:00;19:00;75.433;72.065;62
21.01.2015;19:00;20:00;73.400;69.569,5;63,75
21.01.2015;20:00;21:00;69.057,75;65.119;243
21.01.2015;21:00;22:00;65.576,5;61.613,25;571,5
21.01.2015;22:00;23:00;62.753,25;58.757,5;899,5
21.01.2015;23:00;00:00;58.453,25;54.458,5;1.946,5
22.01.2015;00:00;01:00;55.114,25;51.430;2.281
22.01.2015;01:00;02:00;53.151,75;49.674;3.025,5
22.01.2015;02:00;03:00;52.214,75;48.836,5;3.296,75
22.01.2015;03:00;04:00;52.152,75;48.823,5;3.317,75
22.01.2015;04:00;05:00;53.006,5;49.574,75;3.323,75
22.01.2015;05:00;06:00;55.960,25;52.298,5;2.298,25
22.01.2015;06:00;07:00;63.540;59.893;952,25
22.01.2015;07:00;08:00;71.056,25;67.543;94,75
22.01.2015;08:00;09:00;73.628,25;70.100,25;61
22.01.2015;09:00;10:00;73.931;69.995,5;0,5
22.01.2015;10:00;11:00;74.997,25;70.569,75;2,5
22.01.2015;11:00;12:00;75.687;70.904;9
22.01.2015;12:00;13:00;74.997,25;70.466,5;14,75
22.01.2015;13:00;14:00;74.532,25;70.457,5;16,5
22.01.2015;14:00;15:00;73.974,75;70.545,75;16,5
22.01.2015;15:00;16:00;73.211;70.630;19
22.01.2015;16:00;17:00;72.891,25;70.763,25;29
22.01.2015;17:00;18:00;75.650,5;73.428;61,75
22.01.2015;18:00;19:00;75.593,25;73.239,25;61,75
22.01.2015;19:00;20:00;73.481,25;71.181;61,25
22.01.2015;20:00;21:00;69.348,5;67.174,5;253,5
22.01.2015;21:00;22:00;65.785,75;63.680,5;229
22.01.2015;22:00;23:00;63.220,75;61.285,5;515
22.01.2015;23:00;00:00;58.807,5;57.008;1.033
23.01.2015;00:00;01:00;55.061,5;53.395;1.943,25
23.01.2015;01:00;02:00;53.035,25;51.467,75;2.462,25
23.01.2015;02:00;03:00;52.018;50.529,25;3.371,5
23.01.2015;03:00;04:00;52.321,25;50.846,75;3.389,5
23.01.2015;04:00;05:00;53.341,5;51.828,75;2.906,75
23.01.2015;05:00;06:00;56.221,75;54.797,75;2.471,75
23.01.2015;06:00;07:00;63.515,75;62.096,25;919,25
23.01.2015;07:00;08:00;70.883;69.488,5;95,25
23.01.2015;08:00;09:00;73.500,25;72.193,75;102,75
23.01.2015;09:00;10:00;73.585,75;72.186,75;30
23.01.2015;10:00;11:00;74.608;72.867;39
23.01.2015;11:00;12:00;74.984;72.878,75;23
23.01.2015;12:00;13:00;74.107,25;71.828,25;196,5
23.01.2015;13:00;14:00;72.892,75;70.679,75;67,5
23.01.2015;14:00;15:00;71.574,25;69.724,25;49,75
23.01.2015;15:00;16:00;70.634,75;69.255;34,5
23.01.2015;16:00;17:00;70.770,75;69.650;31,75
23.01.2015;17:00;18:00;73.777,75;72.699,75;5
23.01.2015;18:00;19:00;73.501,25;72.299;55
23.01.2015;19:00;20:00;70.966;69.510;198,75
23.01.2015;20:00;21:00;66.568;64.632;355,25
23.01.2015;21:00;22:00;63.202,25;60.577;139
23.01.2015;22:00;23:00;61.138,25;57.842,25;290
23.01.2015;23:00;00:00;57.988,75;54.063,5;659,75
24.01.2015;00:00;01:00;54.993;50.581,5;796
24.01.2015;01:00;02:00;52.530,75;47.711;1.998,75
24.01.2015;02:00;03:00;53.475;47.932,5;2.942,5
24.01.2015;03:00;04:00;53.820,5;47.175,25;2.433,5
24.01.2015;04:00;05:00;53.771;46.413,75;2.185,5
24.01.2015;05:00;06:00;51.931;44.421;2.166,25
24.01.2015;06:00;07:00;50.385;42.471,75;1.938
24.01.2015;07:00;08:00;53.841,5;45.756;1.573,25
24.01.2015;08:00;09:00;57.574,5;49.510,25;295,75
24.01.2015;09:00;10:00;61.126,25;52.813,25;46,5
24.01.2015;10:00;11:00;63.459;55.197;86,75
24.01.2015;11:00;12:00;64.882,25;56.985,75;31
24.01.2015;12:00;13:00;64.272,25;56.850,5;135,5
24.01.2015;13:00;14:00;62.042,5;54.950,25;198,75
24.01.2015;14:00;15:00;60.453,25;54.294,25;171,25
24.01.2015;15:00;16:00;59.493;53.986,25;11
24.01.2015;16:00;17:00;59.799,5;54.475;160,5
24.01.2015;17:00;18:00;63.792,25;58.165,5;146
24.01.2015;18:00;19:00;64.729;58.449,25;172,25
24.01.2015;19:00;20:00;62.445,5;55.754;309,75
24.01.2015;20:00;21:00;58.399;51.369,75;478,5
24.01.2015;21:00;22:00;55.997,25;48.879;73,25
24.01.2015;22:00;23:00;55.706,25;48.638,75;195,5
24.01.2015;23:00;00:00;52.929;45.433,25;829,75
25.01.2015;00:00;01:00;49.680,25;42.072,25;1.087,75
25.01.2015;01:00;02:00;47.660,25;39.739;2.283,5
25.01.2015;02:00;03:00;46.361,5;38.535,25;2.295
25.01.2015;03:00;04:00;45.650,75;37.898,75;2.127,25
25.01.2015;04:00;05:00;45.437,75;37.991;2.049
25.01.2015;05:00;06:00;44.815,5;37.696,25;1.899
25.01.2015;06:00;07:00;43.693,75;37.022,75;1.864,25
25.01.2015;07:00;08:00;45.505;39.073;788,75
25.01.2015;08:00;09:00;48.260,75;42.122,5;363,25
25.01.2015;09:00;10:00;52.247,25;45.907,75;15
25.01.2015;10:00;11:00;55.735,5;49.570,25;74,25
25.01.2015;11:00;12:00;58.475,25;52.208;240
25.01.2015;12:00;13:00;58.083,25;51.795;304,75
25.01.2015;13:00;14:00;56.086,5;50.229,25;451,5
25.01.2015;14:00;15:00;54.587,25;49.599,75;228,75
25.01.2015;15:00;16:00;53.924,5;49.994,5;75,5
25.01.2015;16:00;17:00;54.693;51.471;287
25.01.2015;17:00;18:00;59.516,75;56.532;78
25.01.2015;18:00;19:00;61.442,25;58.484,25;22
25.01.2015;19:00;20:00;60.020;57.086;140,75
25.01.2015;20:00;21:00;57.419,25;54.526;387
25.01.2015;21:00;22:00;55.927,5;53.190;415
25.01.2015;22:00;23:00;56.297,75;53.643,75;151,25
25.01.2015;23:00;00:00;53.534,25;50.822,5;394
26.01.2015;00:00;01:00;50.386;47.343,25;1.579
26.01.2015;01:00;02:00;48.470,5;45.044,75;2.233,5
26.01.2015;02:00;03:00;47.893,75;44.062,75;2.313,5
26.01.2015;03:00;04:00;48.227,25;43.942,5;2.492,5
26.01.2015;04:00;05:00;49.867;45.038,5;2.303,25
26.01.2015;05:00;06:00;53.870,75;48.584,5;2.148
26.01.2015;06:00;07:00;62.975,5;57.109,5;813,25
26.01.2015;07:00;08:00;70.361,25;63.779,75;160,25
26.01.2015;08:00;09:00;73.186,25;65.911,25;30,25
26.01.2015;09:00;10:00;73.455,5;65.052,75;28,5
26.01.2015;10:00;11:00;74.965,25;65.363,5;27,5
26.01.2015;11:00;12:00;76.078,25;65.262,25;24,25
26.01.2015;12:00;13:00;75.798,75;63.730;7,25
26.01.2015;13:00;14:00;75.244,5;62.668,25;8
26.01.2015;14:00;15:00;74.055,5;61.917,75;11,5
26.01.2015;15:00;16:00;73.081;61.373;5,5
26.01.2015;16:00;17:00;72.520,5;60.645,5;3,5
26.01.2015;17:00;18:00;75.098,75;62.244,25;26
26.01.2015;18:00;19:00;75.138,5;61.297;154,5
26.01.2015;19:00;20:00;73.288,75;59.300;97,25
26.01.2015;20:00;21:00;69.116,75;55.388,75;180,75
26.01.2015;21:00;22:00;65.809,75;52.413;212,5
26.01.2015;22:00;23:00;63.160;49.448,5;505,25
26.01.2015;23:00;00:00;58.958;44.212,5;992
27.01.2015;00:00;01:00;55.466,75;40.113,75;1.323,75
27.01.2015;01:00;02:00;53.436,5;37.914,5;2.543,75
27.01.2015;02:00;03:00;52.363,25;36.822,25;2.326,25
27.01.2015;03:00;04:00;52.438,25;37.237;2.582,25
27.01.2015;04:00;05:00;53.423,5;38.244,25;3.116,25
27.01.2015;05:00;06:00;56.575;41.442,5;3.228
27.01.2015;06:00;07:00;64.284,5;49.342;1.114,75
27.01.2015;07:00;08:00;71.254,5;56.293;121,25
27.01.2015;08:00;09:00;72.942;58.531,75;59,75
27.01.2015;09:00;10:00;72.861,25;59.023,25;60
27.01.2015;10:00;11:00;73.909,75;59.176,75;56,25
27.01.2015;11:00;12:00;74.829;59.306,25;46,75
27.01.2015;12:00;13:00;74.470,25;58.576;116,25
27.01.2015;13:00;14:00;73.935,75;59.100,5;75
27.01.2015;14:00;15:00;72.744,75;58.912,75;42,5
27.01.2015;15:00;16:00;71.815,25;60.009,25;10
27.01.2015;16:00;17:00;70.876,5;61.525,5;159,5
27.01.2015;17:00;18:00;73.730,25;65.873,75;12,25
27.01.2015;18:00;19:00;74.467,25;66.821,5;4,5
27.01.2015;19:00;20:00;72.756,25;65.306,5;81,5
27.01.2015;20:00;21:00;68.554,75;61.683;110
27.01.2015;21:00;22:00;65.077,75;58.468,25;14,5
27.01.2015;22:00;23:00;62.191,25;55.615;157,25
27.01.2015;23:00;00:00;57.843;51.639,5;820,25
28.01.2015;00:00;01:00;54.394,5;48.106,75;1.261,75
28.01.2015;01:00;02:00;52.170,75;46.097,75;2.251,75
28.01.2015;02:00;03:00;51.105,25;44.922,25;1.802,75
28.01.2015;03:00;04:00;51.294,75;44.622,25;3.008,75
28.01.2015;04:00;05:00;52.759,5;45.303,75;3.028,75
28.01.2015;05:00;06:00;56.071,25;47.573;2.031,5
28.01.2015;06:00;07:00;63.783,75;54.043;658
28.01.2015;07:00;08:00;71.086,75;59.783,25;96
28.01.2015;08:00;09:00;73.397,75;60.484,75;9,25
28.01.2015;09:00;10:00;73.657,75;58.156,25;10,5
28.01.2015;10:00;11:00;74.945,25;56.525,25;18,75
28.01.2015;11:00;12:00;76.136,75;54.439;50,5
28.01.2015;12:00;13:00;76.012,75;51.480;370
28.01.2015;13:00;14:00;75.581;49.180,5;373,75
28.01.2015;14:00;15:00;74.435,5;47.379,75;251,75
28.01.2015;15:00;16:00;74.119,5;47.348;242,5
28.01.2015;16:00;17:00;73.735;46.738,25;350
28.01.2015;17:00;18:00;76.354,25;49.189;90,25
28.01.2015;18:00;19:00;76.750,25;49.668,5;62
28.01.2015;19:00;20:00;74.495;48.295,5;163
28.01.2015;20:00;21:00;70.193,25;44.212,25;495,5
28.01.2015;21:00;22:00;67.063,25;41.536;1.058,75
28.01.2015;22:00;23:00;64.077,5;39.545,25;197,25
28.01.2015;23:00;00:00;59.789,5;36.367,25;541,75
29.01.2015;00:00;01:00;53.905,75;31.753,5;1.398,25
29.01.2015;01:00;02:00;51.825;30.134,75;3.498
29.01.2015;02:00;03:00;50.348;29.168;3.040,25
29.01.2015;03:00;04:00;50.896,5;30.137,25;2.602
29.01.2015;04:00;05:00;52.199,75;31.592,25;3.389,25
29.01.2015;05:00;06:00;54.951;34.274;3.007
29.01.2015;06:00;07:00;63.921,5;42.821,5;1.318,25
29.01.2015;07:00;08:00;71.799,25;50.180,5;141,5
29.01.2015;08:00;09:00;73.852,75;51.638,25;326
29.01.2015;09:00;10:00;74.614,75;50.587,75;209
29.01.2015;10:00;11:00;76.226,75;50.058;365,5
29.01.2015;11:00;12:00;76.602,5;49.847;126,75
29.01.2015;12:00;13:00;75.679,75;48.839;426
29.01.2015;13:00;14:00;74.801,75;50.011,75;243,5
29.01.2015;14:00;15:00;73.786;52.198;17,25
29.01.2015;15:00;16:00;72.487;54.952;15,5
29.01.2015;16:00;17:00;71.337;57.314,75;5,25
29.01.2015;17:00;18:00;74.189,5;61.584,25;32
29.01.2015;18:00;19:00;75.069,25;63.102,25;23
29.01.2015;19:00;20:00;73.279,5;62.398,5;1,5
29.01.2015;20:00;21:00;68.736,75;58.752,5;18,5
29.01.2015;21:00;22:00;65.274,25;56.102;34,75
29.01.2015;22:00;23:00;62.536,5;54.027;620,75
29.01.2015;23:00;00:00;58.264,5;50.494,75;1.604
30.01.2015;00:00;01:00;54.262;48.534;1.724,75
30.01.2015;01:00;02:00;52.002,25;47.065,5;2.778,25
30.01.2015;02:00;03:00;51.500,75;47.525,25;3.082
30.01.2015;03:00;04:00;51.728;48.337,25;3.525,75
30.01.2015;04:00;05:00;52.827,75;49.613,75;3.423
30.01.2015;05:00;06:00;55.583,25;52.576,5;2.722,5
30.01.2015;06:00;07:00;63.040,25;60.057;1.383,25
30.01.2015;07:00;08:00;70.066;67.227,5;208,25
30.01.2015;08:00;09:00;72.362,75;69.100,25;99,25
30.01.2015;09:00;10:00;72.845,25;68.705,25;19,25
30.01.2015;10:00;11:00;73.707,75;68.248,5;58
30.01.2015;11:00;12:00;74.214;67.815,75;58,75
30.01.2015;12:00;13:00;73.330;66.572,75;120
30.01.2015;13:00;14:00;71.857,5;64.938,25;78
30.01.2015;14:00;15:00;70.183,25;63.796;61
30.01.2015;15:00;16:00;68.766,25;63.860,25;411,5
30.01.2015;16:00;17:00;68.707;64.934,75;214
30.01.2015;17:00;18:00;72.249,5;69.027,5;62,75
30.01.2015;18:00;19:00;73.188,5;69.882,5;60,5
30.01.2015;19:00;20:00;70.910,75;67.298,5;62,75
30.01.2015;20:00;21:00;66.836,75;63.007;296
30.01.2015;21:00;22:00;63.363;59.290;290,5
30.01.2015;22:00;23:00;61.390;57.461,5;352,25
30.01.2015;23:00;00:00;57.926,75;54.154,75;648
31.01.2015;00:00;01:00;53.975,25;49.037,5;747,75
31.01.2015;01:00;02:00;51.581,5;46.563;1.813,5
31.01.2015;02:00;03:00;50.298,5;44.820,75;2.152
31.01.2015;03:00;04:00;49.653;43.651,5;2.231,5
31.01.2015;04:00;05:00;49.567;43.104,5;2.199
31.01.2015;05:00;06:00;48.964,25;42.461,75;2.048,25
31.01.2015;06:00;07:00;49.306;43.063,5;1.652,5
31.01.2015;07:00;08:00;52.621;46.593,5;888,75
31.01.2015;08:00;09:00;56.546,75;50.561;97,5
31.01.2015;09:00;10:00;59.685;53.229,25;32,75
31.01.2015;10:00;11:00;61.465;54.123,5;74,25
31.01.2015;11:00;12:00;62.436;54.016,25;101,75
31.01.2015;12:00;13:00;61.658,25;52.641,25;92
31.01.2015;13:00;14:00;59.712,25;50.486;158,25
31.01.2015;14:00;15:00;58.296,5;49.849,5;268
31.01.2015;15:00;16:00;57.319,25;50.522,25;118,75
31.01.2015;16:00;17:00;57.369,25;52.292,5;102
31.01.2015;17:00;18:00;61.381;56.631,75;171,5
31.01.2015;18:00;19:00;63.312,5;58.103,25;11,75
31.01.2015;19:00;20:00;61.080,5;55.454,5;68
31.01.2015;20:00;21:00;57.359;51.308;123,75
31.01.2015;21:00;22:00;55.086,75;48.777;550,25
31.01.2015;22:00;23:00;54.625,5;48.428,75;315,75
31.01.2015;23:00;00:00;51.832,25;45.910;722
01.02.2015;00:00;01:00;49.142,75;43.538,75;2.150,25
01.02.2015;01:00;02:00;46.991,25;41.794,5;1.814
01.02.2015;02:00;03:00;45.672,5;40.818,5;1.432,75
01.02.2015;03:00;04:00;45.129,25;40.843;1.549,75
01.02.2015;04:00;05:00;44.818;40.812,75;1.574,5
01.02.2015;05:00;06:00;44.182,5;40.303,25;1.533,25
01.02.2015;06:00;07:00;43.151,75;39.301,75;1.545,25
01.02.2015;07:00;08:00;45.096;41.236,25;939,5
01.02.2015;08:00;09:00;48.225,5;44.180,25;988,25
01.02.2015;09:00;10:00;51.825,75;46.578,25;173,5
01.02.2015;10:00;11:00;54.416,5;47.729,25;334
01.02.2015;11:00;12:00;57.138;49.351;43,75
01.02.2015;12:00;13:00;56.906,25;48.756,5;143,25
01.02.2015;13:00;14:00;55.021,25;46.888;453,5
01.02.2015;14:00;15:00;53.587,5;46.062,25;462,25
01.02.2015;15:00;16:00;53.182;46.732,25;382,75
01.02.2015;16:00;17:00;53.331,25;47.648,75;233,75
01.02.2015;17:00;18:00;57.638,5;51.737,5;178,75
01.02.2015;18:00;19:00;60.715;54.318,5;113,5
01.02.2015;19:00;20:00;59.839,75;52.683,25;324
01.02.2015;20:00;21:00;57.448,5;50.050,25;383,5
01.02.2015;21:00;22:00;56.172;48.793;762,75
01.02.2015;22:00;23:00;56.644,25;48.960,5;1.004,75
01.02.2015;23:00;00:00;54.081;46.490,5;1.692,25
02.02.2015;00:00;01:00;51.777,25;44.425,75;1.735
02.02.2015;01:00;02:00;50.099,5;42.768,25;1.701,75
02.02.2015;02:00;03:00;49.372,25;42.322,25;1.793,75
02.02.2015;03:00;04:00;49.631,25;42.159,75;2.533,75
02.02.2015;04:00;05:00;51.403;43.283,75;1.844
02.02.2015;05:00;06:00;55.131,25;46.764,5;2.236,5
02.02.2015;06:00;07:00;63.715;55.160,25;1.197,25
02.02.2015;07:00;08:00;70.960,25;61.726;105,25
02.02.2015;08:00;09:00;73.001;63.450,25;185
02.02.2015;09:00;10:00;73.868,5;63.435,75;173,5
02.02.2015;10:00;11:00;74.846,25;63.229,25;284,75
02.02.2015;11:00;12:00;76.135,25;63.639,75;98,25
02.02.2015;12:00;13:00;75.546;61.858;89,75
02.02.2015;13:00;14:00;74.598;61.153,25;59,5
02.02.2015;14:00;15:00;73.576;61.550,25;58,25
02.02.2015;15:00;16:00;72.651,75;62.620,5;53,5
02.02.2015;16:00;17:00;71.643,75;63.442,75;40,5
02.02.2015;17:00;18:00;74.324;66.662,25;104,5
02.02.2015;18:00;19:00;75.693,25;68.273,25;102,5
02.02.2015;19:00;20:00;74.021,25;66.304,25;92
02.02.2015;20:00;21:00;69.888,75;62.050;281,25
02.02.2015;21:00;22:00;66.683,75;58.912,5;540
02.02.2015;22:00;23:00;64.147,75;56.476;587,75
02.02.2015;23:00;00:00;59.816;52.641,5;779,5
03.02.2015;00:00;01:00;56.798,25;50.000,25;1.176,25
03.02.2015;01:00;02:00;54.734;48.265,25;1.956
03.02.2015;02:00;03:00;54.087,75;47.709,25;2.784,25
03.02.2015;03:00;04:00;54.271,25;47.817,25;2.986,25
03.02.2015;04:00;05:00;55.404;49.109,75;3.153,5
03.02.2015;05:00;06:00;58.084,25;52.216,25;1.871,75
03.02.2015;06:00;07:00;65.376,5;59.748,75;647,5
03.02.2015;07:00;08:00;71.862,5;66.819;54
03.02.2015;08:00;09:00;74.085,75;69.266;37
03.02.2015;09:00;10:00;74.180;68.846;38
03.02.2015;10:00;11:00;74.959;68.450;32,5
03.02.2015;11:00;12:00;75.519,5;67.627,25;51
03.02.2015;12:00;13:00;75.046,25;66.138;449,25
03.02.2015;13:00;14:00;74.039;65.351,5;647,75
03.02.2015;14:00;15:00;72.812,25;65.054,5;753,25
03.02.2015;15:00;16:00;72.010,25;65.518,5;341,25
03.02.2015;16:00;17:00;71.059,25;66.783,75;125,5
03.02.2015;17:00;18:00;74.158;70.832,25;148
03.02.2015;18:00;19:00;76.264,5;73.165,75;41
03.02.2015;19:00;20:00;74.434;71.610,5;40
03.02.2015;20:00;21:00;70.328;67.640,25;51,25
03.02.2015;21:00;22:00;66.734,25;64.255;205,75
03.02.2015;22:00;23:00;64.268,25;61.822,5;297,75
03.02.2015;23:00;00:00;60.399,75;57.928,5;432,5
04.02.2015;00:00;01:00;57.092,75;54.557,75;1.317,5
04.02.2015;01:00;02:00;54.932,5;52.595;2.205,25
04.02.2015;02:00;03:00;53.901;51.805,5;3.038,25
04.02.2015;03:00;04:00;54.006,5;51.897,25;3.263,25
04.02.2015;04:00;05:00;54.983,5;52.811,75;1.932,75
04.02.2015;05:00;06:00;58.028,5;55.851,75;1.643,75
04.02.2015;06:00;07:00;65.607,25;63.456;733
04.02.2015;07:00;08:00;72.259,25;70.240,25;3
04.02.2015;08:00;09:00;74.128,25;71.734;1,5
04.02.2015;09:00;10:00;74.520,75;71.084,5;1,5
04.02.2015;10:00;11:00;75.234,25;70.219,25;6
04.02.2015;11:00;12:00;75.854,75;69.178,75;7,25
04.02.2015;12:00;13:00;75.087;67.572,75;51
04.02.2015;13:00;14:00;74.432,5;66.787,75;41,25
04.02.2015;14:00;15:00;73.232,75;66.365,25;92,5
04.02.2015;15:00;16:00;72.356;67.424;139,75
04.02.2015;16:00;17:00;71.599,25;68.969,25;44,25
04.02.2015;17:00;18:00;74.463,75;72.805,75;99,25
04.02.2015;18:00;19:00;76.581;75.093,5;60,75
04.02.2015;19:00;20:00;74.730,5;73.399,25;60
04.02.2015;20:00;21:00;70.484,25;69.287,25;81,5
04.02.2015;21:00;22:00;67.151,25;66.001,25;401
04.02.2015;22:00;23:00;64.885,75;63.833;806,25
04.02.2015;23:00;00:00;60.763;59.761,5;639,5
05.02.2015;00:00;01:00;57.167;56.050;1.639,75
05.02.2015;01:00;02:00;55.019,5;53.778,75;1.711,5
05.02.2015;02:00;03:00;53.805,25;52.443,75;2.334,5
05.02.2015;03:00;04:00;53.741,5;52.241;2.505,25
05.02.2015;04:00;05:00;54.674;52.899,5;2.030,75
05.02.2015;05:00;06:00;57.857,25;55.839,25;1.191,25
05.02.2015;06:00;07:00;65.197,25;63.121,5;335,25
05.02.2015;07:00;08:00;72.068,5;69.870,5;94
05.02.2015;08:00;09:00;74.245,75;71.328,5;61,5
05.02.2015;09:00;10:00;74.521;70.321;1,5
05.02.2015;10:00;11:00;75.100,5;68.952,5;1,5
05.02.2015;11:00;12:00;75.456,75;67.365,75;93,5
05.02.2015;12:00;13:00;74.942;65.427,5;29,5
05.02.2015;13:00;14:00;74.752,5;64.601,5;41,75
05.02.2015;14:00;15:00;73.141;63.597,5;31,5
05.02.2015;15:00;16:00;72.559,25;64.037,5;23,75
05.02.2015;16:00;17:00;71.717,25;64.423,25;24,5
05.02.2015;17:00;18:00;74.186,25;66.547;4,75
05.02.2015;18:00;19:00;76.053,25;67.107,5;11,75
05.02.2015;19:00;20:00;74.525,25;64.614,75;10,25
05.02.2015;20:00;21:00;70.336,25;60.035,5;171,25
05.02.2015;21:00;22:00;66.975,5;56.653,75;479,75
05.02.2015;22:00;23:00;64.653,25;54.344;862
05.02.2015;23:00;00:00;60.827,25;50.352,75;2.261,75
06.02.2015;00:00;01:00;57.054,25;46.948,25;1.810
06.02.2015;01:00;02:00;55.036,75;45.212;2.400
06.02.2015;02:00;03:00;54.173,25;44.520,25;2.518,75
06.02.2015;03:00;04:00;54.345,25;45.059,25;2.636,5
06.02.2015;04:00;05:00;55.150,25;45.811;3.042,5
06.02.2015;05:00;06:00;57.861,5;48.730,5;1.666,75
06.02.2015;06:00;07:00;65.207,25;56.413,75;777,25
06.02.2015;07:00;08:00;71.983,75;63.422,25;19,75
06.02.2015;08:00;09:00;74.073,25;65.598,75;10,5
06.02.2015;09:00;10:00;74.376;64.509,5;15,5
06.02.2015;10:00;11:00;74.847,25;63.144,75;22,25
06.02.2015;11:00;12:00;75.032,75;60.918;122,75
06.02.2015;12:00;13:00;73.683,75;58.265,75;156,75
06.02.2015;13:00;14:00;71.881,75;56.380,5;568,75
06.02.2015;14:00;15:00;70.125,75;56.058,5;266
06.02.2015;15:00;16:00;69.578,75;58.121,5;290,25
06.02.2015;16:00;17:00;69.022,5;60.857,5;120,75
06.02.2015;17:00;18:00;71.925,75;65.425,75;6,25
06.02.2015;18:00;19:00;74.268,75;68.301,75;6,75
06.02.2015;19:00;20:00;72.197;66.550,25;4,5
06.02.2015;20:00;21:00;68.023,75;62.723,75;40
06.02.2015;21:00;22:00;64.729,75;59.769,75;377,5
06.02.2015;22:00;23:00;63.009,5;58.374;38,75
06.02.2015;23:00;00:00;59.714,5;55.304;120,75
07.02.2015;00:00;01:00;56.686,5;52.572,25;239,75
07.02.2015;01:00;02:00;54.802,75;50.875,25;1.083,5
07.02.2015;02:00;03:00;53.273,25;49.300,25;1.158
07.02.2015;03:00;04:00;52.338,5;48.231;2.492,5
07.02.2015;04:00;05:00;52.055,5;47.702,5;2.707,5
07.02.2015;05:00;06:00;51.533,75;46.686,5;2.620,75
07.02.2015;06:00;07:00;51.804,5;46.382;1.977,5
07.02.2015;07:00;08:00;54.735,25;48.623,75;276,75
07.02.2015;08:00;09:00;58.247,5;50.845,25;10,75
07.02.2015;09:00;10:00;61.457,75;51.187,5;42,25
07.02.2015;10:00;11:00;63.256,75;49.862;42
07.02.2015;11:00;12:00;64.082,5;47.774,25;169,25
07.02.2015;12:00;13:00;63.265,75;45.177,75;336
07.02.2015;13:00;14:00;61.244;42.410,75;588,75
07.02.2015;14:00;15:00;59.689,5;41.330;445,5
07.02.2015;15:00;16:00;59.341,75;41.905,5;81,25
07.02.2015;16:00;17:00;59.546,5;43.229,25;29,75
07.02.2015;17:00;18:00;62.709;46.459,75;2,5
07.02.2015;18:00;19:00;65.862,25;48.308,25;4,75
07.02.2015;19:00;20:00;63.402,25;44.614,5;228,5
07.02.2015;20:00;21:00;59.792;39.805;513,5
07.02.2015;21:00;22:00;56.517;35.214;768
07.02.2015;22:00;23:00;56.272,25;34.102,25;726
07.02.2015;23:00;00:00;53.230,5;30.438;1.650
08.02.2015;00:00;01:00;50.498,25;27.437,25;2.454,25
08.02.2015;01:00;02:00;48.359,75;24.790;2.364,25
08.02.2015;02:00;03:00;47.107;23.003,5;3.535,75
08.02.2015;03:00;04:00;46.354,25;22.794,5;3.574,75
08.02.2015;04:00;05:00;46.085,5;23.516,5;2.267,25
08.02.2015;05:00;06:00;45.436,5;23.874;2.320,25
08.02.2015;06:00;07:00;44.657,5;24.275,25;2.245,75
08.02.2015;07:00;08:00;46.758,75;27.062,25;1.858
08.02.2015;08:00;09:00;50.454,25;31.157,25;493,25
08.02.2015;09:00;10:00;54.438,75;33.029,25;493,25
